,Unnamed: 0,Theme,id,Title,Artist,Album,Lyric,E,I,S,N,F,T,P,J,theme_E,theme_I,theme_S,theme_N,theme_F,theme_T,theme_P,theme_J
2183,2183,새벽감성,3226150,싫은 날,아이유(IU),Modern Times,키 큰 전봇대 조명 아래.나 혼자 집에 돌아가는 길.가기 싫다 쓸쓸한 대사 한 마디..점점 느려지는 발걸음.동네 몇 바퀴를 빙빙 돌다 결국.도착한 대문 앞에 서서 열쇠를 만지작 만지작..아무 소리도 없는 방 그 안에 난 외톨이.어딘가 불안해 TV 소리를 키워봐도.저 사람들은 왜 웃고 있는 거야.아주 깜깜한 비나 내렸음 좋겠네 좋겠네..텅 빈 놀이터 벤치에 누군가 다녀간 온기.왜 따뜻함이 날 더 춥게 만드는 거야.웅크린 어깨에 얼굴을 묻다가.주머니 속에 감춘 두 손이 시리네..어제보다 찬 바람이 불어 이불을 끌어당겨도.더 파고든 바람이 구석구석 춥게 만들어.전원이 꺼진 것 같은 기척도 없는 창 밖을.바라보며 의미 없는 숨을 쉬고.한 겨울보다 차가운 내 방 손 끝까지 시린 공기.봄이 오지 않으면 그게 차라리 나을까..내 방 고드름도 녹을까 햇볕 드는 좋은 날 오면은,0.08014321808218956,0.20031102780699728,0.067323237657547,-0.00082522075176239,0.16395803292592367,0.07694650441408157,0.036435991525650024,-0.03479935973882675,-1,1,-1,1,1,-1,1,-1
2184,2184,싱숭생숭,5272642,좋아져,슈가볼(Sugarbowl),좋아져,거울을 자주 보게 됐어.더 밝은 모습으로 널 만나고 싶어.예쁜 옷을 찾아보게 됐어 .더 멋진 모습으로 너를 만나고 싶어..늘 귀찮기만했던.집을 나서기 힘들던 .내가 달라졌어.모두 놀라 달라진 .내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져.달라져 더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작하겠어. .네가 더 궁금해지게 됐어 .또 어떤 표정일지 상상하게 됐어.주말을 기다리게 됐어.너만을 위한 계획들 다 해보고 싶어 ..늘 귀찮기만했던.집을 나서기 힘들던 .내가 달라졌어.모두 놀라 달라진 .내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져.달라져 더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작하겠어. .왜 갑자기 내 마음속에 찾아와 놓고선.아무것도 날 못하게 해 .어쩌면 너만 기다렸던 건지 난 .나도 놀라 달라진 내 모습을 보면 어쩐지.다른 사람 보는 것만 같아..너를 생각하면 나는 좋아져 달라져 .더 나은 내가 되고 싶어.너 때문에 모든 게 난 좋아져.세상의 많은 좋은 것들을 .다 너하고만 시작할래.너 아니면 혼자 있을래,0.08356864775046706,0.15593200434446336,0.15956069231033326,0.01960278336405754,0.21269816160202026,0.18425612151622772,0.10025765498479207,0.06790923575560252,-1,1,-1,1,1,-1,1,-1
2185,2185,기분전환,6107786,별이 내려오는 밤,디에이드(The Ade),별이 내려오는 밤 (달달한 그놈 X 디에이드),별이 내려오는 밤.고요한 나의 세상.이 밤은 외롭고 쓸쓸해.일렁이는 마음.눈앞에 아른거려.왜 자꾸만 네 생각이 날까..처음 너를 보던 날.사실 조금 겁이 났어.또 상처 입게 될까 봐.근데 눈을 뜨면 너만 보이고.처음 느끼는 사랑이란 감정을 .너는 알게 해줬어..참 고마워 너라는 사람을 난 만나서.고단했던 하루가 이제 너로 인해 빛나.내 세상이 이렇게 물들어.나의 마음 한편에 그런 너를 머금은 채로.기다리고만 있어..긴 꿈이었을까.너와 함께였던 시간.그건 나에겐 소중한 기억.꿈이라도 좋을 만큼 선명해.지금이라도 달려와서 .나를 꼭 안아줬으면 좋겠어..참 고마워 너라는 사람을 난 만나서.혼자였던 하루가 너로 인해 달라졌어.내 세상은 너로 다 물들어.나의 마음 한편엔 그런 너를 못 잊은 채로.기다리고만 있잖아..아득한 이 밤 지나 너를 가득 안고 싶어.널 좋아해 이 맘을 다 주고 싶어.어쩌면 나에게 다신 오지 않을 것 같아.널 사랑하고 있나 봐..별이 내려오는 밤.이 밤을 너로 물들여,0.08846350718736648,0.16164936233758925,0.09482610821723939,0.02828906347490847,0.19030936559041342,0.1279861330986023,0.0072097306450208025,-0.029035747051239014,1,-1,0,0,1,-1,1,-1
2186,2186,기분전환,30935027,Radio Romance (Sung by 태일  도영),NCT U,라디오로맨스 (KBS 월화드라마) OST - Part.1,Do you have a time.그댈 위한 시간.들어 본적 있나요.라디오속 얘기들 oh yeah.누군 사랑에 빠져 falling in love.누군 슬픔에 잠겨 don't worry about it.때로는 누굴 위로하는.그런 소소한 일상의 행복.I know I can be somebody.같은 시간속 다른 이야기들.볼수는 없지만 모두 느낄수가 있는.그런걸 네가 느낄수 있도록.오늘은 내게 맘을 열고.나에게 와줘 oh baby.Radio romance.Have you heard of this song.그댈 위한 음악.들어 본적 있나요.라디오속 노래들 oh yeah.듣고싶은 음악이 없어도.그냥 틀어 놓기만 하면 돼요.그러면 기분 좋아지는.노래가 흘러 나올거예요.I know I can be somebody.같은 시간속 다른 이야기들.볼수는 없지만 모두 느낄수가 있는.그런걸 네가 느낄수 있도록.오늘은 내게 맘을 열고.나에게 와줘 oh baby.Radio romance.지쳐버린 세상 속에.그대에게 힘이되는.내 마음을 어루만져줄.따뜻한 사랑을 속삭여주네.I know I can be somebody.같은 시간속 다른 이야기들.볼수는 없지만 모두 느낄수가 있는.그런걸 네가 느낄수 있도록.오늘은 내게 맘을 열고.나에게 와줘 oh baby.Radio romance,0.08687777627706528,0.16692028005123138,0.15769058465957642,0.04188972000479698,0.2734869718551636,0.21524043381214142,0.10753275950749715,0.05609084169069926,1,-1,0,0,1,-1,1,-1
2187,2187,싱숭생숭,31723375,완벽한 밤,스무살,낮과 밤,나는 망원 한강만 가봤었는데.너 보러 잠원 한강을 가고 있어.하고 싶은 게 먹고 싶은 게.뭐가 이렇게 많은지.소소한 걸 소중하게 만들어 주는 너.너와 사소한 걸 사소하지 않게 하고 싶어.시원한 바람을 손끝에 잡고.다른 한 손엔 네 손을 잡고.밤하늘에 어떤 분위기도 너는 못 이겨.너 웃는 거 하나면 사실 다 필요 없어.Let's go driving now.Yes I like you.수없이 놓인 별.더없이 좋은 밤.Let's go driving now.Yes I love you.너만 있어 주면.완벽한 밤.쭉 가다 보면 이 길과.하늘 끝이 맞닿아질 때.창문을 반쯤 열게.네 마음도 열어줄래.지나가는 가로등 가까워지는 밝은 달.그만큼 멀어지는 한숨과 걱정들.시원한 바람 소리가 한두 개씩.네 머릿결을 스쳐 내 마음을 또 스쳐.Let's go driving now.Yes I like you.수없이 놓인 별.더없이 좋은 밤.Let's go driving now.Yes I love you.너만 있어 주면.완벽한 밤.떨어지는 별빛.좋은 새벽바람 향기.때마침 흘러나오는 노래와.가까워지는 달.더없이 좋은 이 밤을.완벽하게 만들어 주는 너까지.아 정말 좋다.Let's go driving now.Yes I like you.수없이 놓인 별.더없이 좋은 밤.Let's go driving now.Yes I love you.너만 있어 주면.완벽한 밤,0.09690308729982935,0.207871882212162,0.11219134330749511,0.017894228328764437,0.17809108893076578,0.10740472376346588,0.04746774832407633,0.004686370491981506,-1,1,-1,1,1,-1,1,-1
2188,2188,기분전환,4694323,Fallin' (feat. 일리닛),폴킴(Paul Kim),The 1st Mini Album 'Song Diary',하늘을 닮은.너의 그 눈빛이.나를 비춰.You're like sunshine.바라보고있는데도.baby missing you.Wanna take u home I.보내기 싫은걸.오늘 너와 baby woo love..(Baby baby love) love.(Its love) 이건 love.(Its love) 바로 너야 baby.모든 순간이 this is.when I fall in love.(With you) 사랑해.시도 때도 없이 그냥 막 항상..화를 내는 모습조차.너는 너무 귀여워.라고 말하면 또 화내겠지.체리처럼 탐스런.니 입술이 날 유혹해.Wana take you home I 오늘밤.U have stole mine baby..(Baby baby love) love.(Its love) 이건 love.(Its love) 바로 너야 baby.모든 순간이 this is when I fall in love.(With you) only you.내게 힘이 되준 널 사랑해..때론 나도 힘들어.위로 받고 싶어져.아무 말 없이 내 뒤에서.안아주던 너..내가 가장 좋아하고.잘 하는걸 나보다도 아껴줘서.It all happened like magic.니가 내 옆에서 계속.내가 정말 최고 같대서.원한게 내꺼가 됐어.너 빼면 다 재로 변하겠지.I'm at my best when I'm with you .whatever it is.넌 마음이 하얀색이라서.다 널 귀여워만 하지만.you're smarter than all of'em.넌 내 이상형 .감사하지 너와 하는 매일이.this is when I fall in love..(Baby baby love) .(Its love).(Its love) 바로 너야 baby.모든 순간이 this is when I fall in love.(With you) 사랑해.시도때도없이 그냥 막 항상.내가 네게 빠지는순간,0.09248318259119988,0.19514026601314544,0.17678085565567017,0.04140070189237595,0.26002611716588336,0.23149985074996948,0.07819060981273651,0.07384150226910909,1,-1,0,0,1,-1,1,-1
2189,2189,기분전환,1598921,어쩌다,브라운 아이드 걸스,My Style,"* 어쩌다 어쩌다 어쩌다  .널 사랑하게 됐는지  .내가 왜 이꼴이 됐는지.어쩌다 어쩌다 어쩌다  .내 맘 다 타버렸는지  .내가 이런 바보 였는지..이거 참 이럴줄은 몰랐어   .오늘도 난 지쳐 너만 기다리다.너 때문에 눈물 쏙 뺀 여자들   .그 중에 하나가 되기는 싫었어.너를 바라보다 아차 싶었어   .다잡았던 내 맘 놓치고 말았어.그런 나를 부르면 Oh My Honey   .일분일초만에 니 앞에 있는 나..너무 멋진 멋진 그대   .널 바라보면 어질어질해.너무 나쁜 나쁜 그대   .다 모르는 척 웃고만 있네..* repeat..Rap) 아무렇지 않은 척 해도 네게는 다 보이겠지  난.유명했어 까칠 도도..이런 내가 변해  너로 인해..고로 나를 도로 돌려놔줘  나를 봐줘 ""Red Alert"" .너와 있으면 왜 이럴까 심장이 멎어!..끝이 뻔히 보이는 게임이야   .나를 모두 말려 니 말만 나오면.그래도 난 어쩔수가 없잖아   .너만 생각하면 입가엔 미소만.하루 하루 고민고민 해봐도   .너의 속을 몰라 깜깜한 밤이야.나만 보고 말해줘 Oh My Darling   .지겹지도 않니 그 많은 여자들..너무 멋진 멋진 그대   .날 바라볼 땐 아찔아찔 해.너무 바쁜 바쁜 그대   .하루라도 더 보고 싶은데..* repeat..Rap) (R.E.S.P.E.C.T ME~) 내가 널 더 좋아하지만.(Yon don't be nasty) 미치겠어 나의 마음이.커커커커 커져가네  난 워워워워 워쩌까예~.오로지 그대에게 반했죠  사랑한다고 내게 말해줘~~..어쩌다 어쩌다 어쩌다   .그렇게 넌 태어났는지   .내 맘을 다 뺏어갔는지.어쩌다 어쩌다 어쩌다   .내 눈앞에 나타났는지   .사랑하게 만들었는지 ..어쩌다~..",0.06810326898917556,0.1522286649465561,0.10341591835021972,0.011570170675218105,0.22211273511250815,0.16853593289852142,0.032187471787134804,0.01896494006117185,1,-1,0,0,1,-1,1,-1
2190,2190,싱숭생숭,30800125,썸 탈꺼야,볼빨간사춘기,Red Diary Page.1,표현이 서툰 것도 잘못인가요?.나 차가운 도시에 따뜻한 여잔데.그냥 좋아한단 말도 안 되는가요?.솔직하게 난 말하고 싶어요.사라져 아니 사라지지 마.네 맘을 보여줘 아니 보여주지 마.하루 종일 머릿속에 네 미소만.우리 그냥 한번 만나볼래요?.나 오늘부터 너랑 썸을 한번 타볼 거야.나 매일매일 네게 전화도 할 거야.밀가루 못 먹는 나를 달래서라도.너랑 맛있는 걸 먹으러 다닐 거야.넘넘 스윗한 넌 정말 달콤한 걸.넘넘 스윗한 넌.그냥 좋아한단 말도 안 되는가요?.솔직하게 난 말하고 싶어요.사라져 아니 사라지지 마.네 맘을 보여줘 아니 보여주지 마.하루 종일 머릿속에 네 미소만.우리 그냥 한번 만나볼래요?.나 오늘부터 너랑 썸을 한번 타볼 거야.나 매일매일 네게 전화도 할 거야.밀가루 못 먹는 나를 달래서라도.너랑 맛있는 걸 먹으러 다닐 거야.사랑은 이렇게 생기는 게 아니겠어.어쩌면 내 맘의 반쪽을 네게 걸어보는 건데.나는 오늘도 네게 차일 것만 같아도.난 한 번 더 너에게 다시 달려가 볼 거야.나 오늘부터 너랑 썸을 한번 타볼 거야.나 매일매일 네게 전화도 할 거야.매운 거 못 먹는 나를 달래서라도.너랑 맛있는 걸 먹으러 다닐 거야.나도 그 애처럼 좋아요 좀 눌러줘.나도 너랑 말 좀 할 수 있게 해줘.나는 풀이 죽어서 오늘도 포기하고.뒤를 돌아볼 때쯤 나를 붙잡는 넌.넘넘 스윗한 넌 정말 달콤한 걸.넘넘 스윗한 넌,0.07024922591149807,0.14112260152101516,0.02927951216697693,-0.0003286065861582754,0.144339919090271,0.09490055590867996,-0.04956763982772827,-0.05344139536221822,-1,1,-1,1,1,-1,1,-1
2191,2191,기분전환,32054216,pathos (Feat. hartts),Wavycake,MINDWAVE,무얼 빚은 거니.예민한 건반 같아.손도 못 대.안 넘어지게 할 거야.노래를 부르며 길을 걸어가는 건.여기엔 몇 없는 존재라.아무래도 넌 못 숨겨.숨만 뱉어도 무너질 것 같아.밀도 높은 도시에서 유리로 자란 네가.치마폭에서 선뜻 꺼내준다면.언뜻 보아도 쉽게 적응할 것 같진 않아.회색 이불과 과하게 들어온 햇볕에도.가려지지 않는 너의 Under pressure.네 눈 네 코 너무 포장된 행동에.다 드러나 사랑할 수밖에 없는 Pathos.예민한 건반 같아.손도 못 대.안 넘어지게 할 거야,0.09904802197339013,0.1816158856868744,0.08639178276062012,-0.0027554717242717743,0.18618571758270264,0.10284736007452011,0.041126757860183716,0.051045497258504234,1,-1,0,0,1,-1,1,-1
2192,2192,기분전환,4745083,예뻐보여,딘딘 (DINDIN),미녀 공심이 (SBS 주말드라마) OST - Part.6,조금씩 내게 다가오는 그대.시작인걸까 낯설지만 이런 기분.정말 사랑인걸까 추운겨울 이불같은 포근함.마주잡은 두손 다신 놓지 말자..어쩐지  그럴것만 같았어 느낌이 왔어 벌써.시작하기전부터  두근 대서.마치 고장난것 마냥 멈추지를 않아.그런데 말야 조금도 힘들지 않아.이젠 시작하자 오늘 부터 첫날.그렇게 닮아가자 모든걸.너와나 내일도 지금처럼 변함없이 그대로.우리 서롤 가슴 가득 채운채로..어쩌면 우리는 알고 있었을까.먼길을 돌고 돌아도 결국 만난다는걸.기다렸던 많은 날들 매일 잠 못들던 밤.늘 애태우던 그사람..자꾸 떨리는 가슴 벅찬 마음 사랑인걸까.거울속에 비친 내가 오늘은 예뻐보여.자꾸 전화기만 쳐다봐 어느새 한발 다가오는 그대..babe let's make a drama 주인공은 너와나.얼마나 기다려온거야 지금 이 순간.첫만남 부터 느낌이온 그대.이제 아무걱정 말고 내게 기대.너무 오래걸렸지 돌고돌아온.시간들은 이제 we can just let it go.너는 나의 손 만 잡고 따라오면 돼.다른 곳 말고 나만보면 돼.함께 갔던 곳곳에 너를 새겨놓은 탓에.이젠 그 근처만 가도 널 떠올리곤해.거리에 울리는 노래 전부 내 가사인 듯해.가던 길을 멈추고 널 떠 올리곤해.안되나봐 이럴수 밖엔 없는건가봐 그게 맞나봐.너때문에자꾸만 하루가 짧아져 가.내얼굴엔 자꾸 미소가 늘어나..힘들면 기대.(내 어깨에 기대 니가 편히 쉴수있게).뭐든지 말해.(어떤 일이라도 너의 편이 될수있게).그댈 생각하면 힘이 나는걸.(you and me last forever).want you show your mind..그사람이 나 또 생각이나.하루에도 몇번씩 보아도.궁금하고 꿈꿔봐도.그럴수록 자꾸 그대만 커져가..i don't worry bout a thing baby.널 만난 후 매일이 설래는지 왜이리.중독됐어 난이미.becuz you make me smile all day.my boo cant get away from you.Not a minute not a second.나는 이미 네게 깊이 빠진듯해 나도 모르게.왠지 더 밝아진것 같은하늘빛 처럼.우린 더 좋아질것같은 예감이 들어..자꾸 떨리는 가슴 벅찬 마음 사랑인걸까.거울속에 비친 내가 오늘은 예뻐보여.자꾸 전화기만 쳐다봐 어느새 한발 다가오는 그대,0.0789832710891962,0.16495750505924225,0.07183961868286133,0.0017895903110504152,0.1780800223350525,0.10105761885643005,0.014947031935056051,-0.036396739383538566,1,-1,0,0,1,-1,1,-1
2193,2193,싱숭생숭,4885721,한 걸음 한 걸음,그_냥,하_나  네 번째,오늘따라 더 네 모습이 떠올라.나도 모르게 네게 전화를 걸어..아직은 조금 어색할 수 있지만.나는 너의 곁에 다가가고 싶은걸..널 보면 난 미소 짓게 돼.넌 어떻게 매일 더 예뻐지는지.왜이리 매력투성인지..딴 남자가 채가기 전에.널 나만의 여자로 만들고 싶어.이제는 말할게..한 걸음 한 걸음 너의 곁에 다가가.작은 목소리로 네게 살짝 고백할거야..어제도 오늘도 사랑스런 모습에.빠져나올 수 없는 나는.너만 보고 살아야 할까봐..넌 항상 날 떨려 오게 해.오늘 너의 손을 잡아도 되는지 .아직은 내가 이른건지..딴 여자는 보지 않을게 .난 너만의 남자가 될 수 있다고.이제는 말할게. .널 위해 준비해왔던.내 맘을 담은 말들이.왜 항상 네 앞에선 나오지 않을까..널 향한 나의 마음은.누구보다도 더 큰데.이런 내 마음을 너도 알아주겠니..한 걸음 한 걸음 너의 곁에 다가가.작은 목소리로 네게 살짝 고백할거야..어제도 오늘도 사랑스런 모습에.빠져나올 수 없는 나는.너만 보고 살아야 할까봐..한 걸음 한 걸음 너의 곁에 다가가.작은 목소리로 네게 살짝 고백할거야..어제도 오늘도 사랑스런 모습에.빠져나올 수 없는 나는.너만 보고 살아야 할까봐 ..너만 보고 살아갈래 난,0.08749652790352702,0.16790986765623092,0.0883741557598114,0.012612112951278686,0.21708806355794272,0.16533567011356354,-0.004523443679014842,0.0066009337703386945,-1,1,-1,1,1,-1,1,-1
2194,2194,기분전환,32225804,드라이브 (Drive),김아름,드라이브 (Drive),어젯밤 일은 잊어주겠니.잠든 척 그냥 지나가줘.아무 말 없이 곁에 있어줘 깨우지 말고.요즘 따라 자꾸 어색해지는.너와 나의 Tension.Never ever 마지막일지 몰라.이대로 어딘가 멀리 떠나고파.이 밤의 끝을 지나 더욱 뜨거워져.어둠이 더 깊어진 우리 둘만의 밤.화려한 불빛이 춤을 추네.모두 잠든 밤 별빛을 타고 날아가고파.더 짙어지는 파도 소릴.따라가 찬란한 긴 여행을.지나간 일은 묻지 말아줘.모른 척 그냥 넘어가줘.넌 대답 없이 나를 안아줘.날 놓지 말아줘.창 틈새로 살짝 바람이 불면.나를 데려가줘.Never ever 마지막일지 몰라.이대로 어딘가 멀리 떠나고파.이 밤의 끝을 지나 더욱 뜨거워져.어둠이 더 깊어진 우리 둘만의 밤.화려한 불빛이 춤을 추네.모두 잠든 밤 별빛을 타고 날아가고파.더 짙어지는 파도 소릴 따라가.찬란한 긴 여행을.이대로 어딘가 멀리 떠나고파.이 밤의 끝을 지나 더욱 뜨거워져.어둠이 더 깊어진 우리 둘만의 밤.화려한 불빛이 춤을 추네.모두 잠든 밤 별빛을 타고 날아가고파.더 짙어지는 파도 소릴 따라가.찬란한 긴 여행을,0.0788940187215805,0.14375411976575853,0.017776104807853698,-0.008687661807239056,0.09422071774800618,0.004059799015522003,-0.05742004017035166,-0.08452393611272176,1,-1,0,0,1,-1,1,-1
2195,2195,싱숭생숭,31910314,봄날의 머쉬멜로우,미묘한 삼각관계,봄날의 머쉬멜로우,너의 수줍은 듯한 미소가.타이트한 청바지에 스위트한 스웨터..너무나 귀여워 봄날의 고양이 같아..너의 웃음기 어린 반항기.살짝 휘어져 있는 앞머리..너무나 달콤해 봄날의 머쉬멜로우같아..보고싶어  .달달한 네 얼굴만.하루종일 스물네시간이 모자라.시간 좀 멈춰줘..그 수줍던 봄날에.하얗게 내리 쬐던 햇살에.너무나 궁금했던 .너의 이름은 달콤함이라지..그 따스한 봄날에 .분홍빛 벚꽃잎이 날리던.너무나 아름답던.너의 모습은 순수함이라지..보고싶어  .달달한 네 얼굴만.하루종일 스물네시간이 모자라.시간 좀 멈춰줘..그 수줍던 봄날에.하얗게 내리 쬐던 햇살에.너무나 궁금했던 .너의 이름은 달콤함이라지..그 따스한 봄날에 .분홍빛 벚꽃잎이 날리던.너무나 아름답던.너의 모습은 순수함이라지,0.1554887249737978,0.18922036994695662,0.07668344378471374,0.024509211783111096,0.14925413330396017,0.06370186060667038,0.023812127610047657,-0.04105997085571289,-1,1,-1,1,1,-1,1,-1
2196,2196,기분전환,3137325,MOYA (모야),에이오에이(AOA),MOYA,A to the O to the huh-uh AA.Yeah  How could you treat me like that .넌 나한테 그러면 안돼 ..처음부터 죽자 사자 좋다더니 이게 모야 .Baby 오아유 baby 오아유.그래 카사노바가 오 그게 너야 .Baby 오아유 baby 오아유..Let me see ya Hey 어딜 봐 날 봐 .나는 너만 봐 anytime.제발 나를 더 꽉 잡아 놓치지 마 .가까이와 난 너만 기다려 매일 밤.All I wanna do All I want is you.Oh baby 너 너에게 대체 난 모야..어쩜 그래 넌 대체 모야 .니 맘이 모야 이제 와서 딴소리 .남자는 다 그래 사랑은 다 그래 .다 말해 빙빙 돌리지 말고.어쩜 그래 난 대체 모야 .너에게 모야 이제 와서 헛소리 .내 맘도 다 주고 사랑도 줬는데 .대대체 이게 무슨 소리야..처음에는 매일매일 보자더니 이게 모야 .Baby 오아유 baby 오아유.여잘 갖고 노는 게 오 그게 너야 .Baby 오아유 baby 오아유..내 핸드폰 니 번호 못 본지 오래됐어 .무슨 일은 그렇게 바빠졌어.핑계가 많아 온통 나를 못 보는 이유들 .울고불고 화내봐도 여전히 넌 부재중.All I wanna do All I want is you.오늘도 역시 내가 먼저 전활 걸어 .(오빠 모해 바빠?).어쩜 그래 넌 대체 모야 .니 맘이 모야 이제 와서 딴소리 .남자는 다 그래 사랑은 다 그래 .다 말해 빙빙 돌리지 말고.어쩜 그래 난 대체 모야 .너에게 모야 이제 와서 헛소리 .내 맘도 다 주고 사랑도 줬는데 .대대체 이게 무슨 소리야..웃기지도 않아 어쩜 내게 이래 .넌 단단히 돌았어 오 오.제발 정신 차려 너를 똑똑히 봐 .내가 훨씬 아까워 우 우 우 우  ..내내가 뭐 하는지 궁금하지도 않아 .나 너말고도 같이 놀 친구가 많아.친구만큼 자존심도 많아 .너라서 다 버린 건데 너는 나를 몰라.All I wanna do All I want is you.너만 아니면 나도 발랄해 .너가 나를 가두고 너는 발뺌해..어쩜 그래 그 눈빛 모야 .그 말이 모야 차라리 솔직해져 .다 싫어졌다고 나 싫증났다고 .그게 더 쿨해보이진 않니.어쩜 그래 사랑이 모야 .남자가 모야 모두 다 똑같은 걸 .눈물만 핑 돌고 가슴만 찢기고 .안 속아 두 번 다신 안 속아..오오오오 AOA 오오 AOA 오오 .Huh-uh! Are you crazy?.오오오오 AOA 오오 AOA 오오 .Yeah! Say what? 오오오오.,0.02993286211490631,0.06543900926113129,-0.03255353569984436,-0.0175647452801466,0.08463181058565776,0.018361058086156845,-0.10465112328529358,-0.06431857744852702,1,-1,0,0,1,-1,1,-1
2197,2197,기분전환,5993898,맥주 어때!,이아람,맥주 어때!,요즘 바이러스다 뭐다 참 많았지.다들 마스크 속에 숨기에 바빴지.오랜만에 하늘이 정말 파래.괜히 가라앉은 마음이 떠오르네.평소 부리지 않던 멋도 내보고.하늘 사진을 잔뜩 찍어서 네게 보내.어디야 뭐해 지금 나올래.바람이 선선한데.나가서 좀 걸어볼래.걷다가 더워지면.커피 말고 맥주 어때.One more drink.내일 걱정은 내일 해도 돼.뭐가 문제야 날이 이렇게 좋은데.Drink some more.오늘은 다시없으니까.일단은 행복하고 보자.우리 지금 너무 좋다.전에 말했지 우린 낭만이 필요해.복잡한 문제로부터 잠시 Get away.좋은 바람과 좋은 사람과.또 좋은 것들로만 우리 배를 채우자.사실 행복이 뭐 별다른 게 있겠냐고.난 지금 이 순간에 너랑 잔을 맞추고.그간의 쓴 걱정들을 달게 넘겨.바람이 선선한데.나가서 좀 걸어볼래.걷다가 더워지면.커피 말고 맥주 어때.One more drink.내일 걱정은 내일 해도 돼.뭐가 문제야 날이 이렇게 좋은데.Drink some more.오늘은 다시없으니까.일단은 행복하고 보자.우리 지금 너무 좋다.One more drink.내일 걱정은 내일 해도 돼.뭐가 문제야 날이 이렇게 좋은데.Drink some more.오늘은 다시없으니까.일단은 행복하고 보자.우리 지금 너무 좋다,0.06568024117946625,0.16456951756477356,0.08495583534240722,0.02019150349874981,0.1977755626042684,0.12258189916610718,0.03969650467236837,-0.03764058897892634,1,-1,0,0,1,-1,1,-1
2198,2198,싱숭생숭,32005009,어떡해 (Feat. meenoi),KIRIN (기린),어떡해,아 여보세요.아 저 대희 친구 민영인데요.혹시 집에 대희 있나요?.아 없어요? 아 네 감사합니다.아 어떡하지?.너와 길을 걷다 보면.내 맘이 맘 같지가 않아.(나도).너와 밥을 먹다 보면.내가 뭘 먹었는지 몰라.정신이 팔렸나 봐 정말 (정말).내 마음 어디로 간 거야.나한테 이러지 마 제발.자꾸 생각난단 말야.어떡해 나는 니가 좋은데.사귀다 헤어지면 어색해져서.어떡해 나도 니가 좋은데.내 마음 들켜버리면 부끄러워서.어떡해 너를 갖고 싶은데.고백도 못 해보면 맘이 아파서.어떡해 네게 안기고픈데.손도 못 잡아보면 잠이 안 와서.난 너무 복잡해.어떻게 되는 거야 우리 관계.(뭐야 뭐야).널 보고 있어도 보고 싶다는.노래만 흥얼거렸어.널 만나고 나면 어지러워.정신을 못 차리는데.(해롱 해롱).이게 언제부터 어떻게 돼가는거야.(거야).어떡해 나는 니가 좋은데.사귀다 헤어지면 어색해져서.어떡해 나도 니가 좋은데.내 마음 들켜버리면 부끄러워서.어떡해 너를 갖고 싶은데.고백도 못 해보면 맘이 아파서.어떡해 네게 안기고픈데.손도 못 잡아보면 잠이 안 와서.어떡해.(하나 둘 셋).난 어떻게 해 (난 어떻게 해).난 어떻게 해 (어떻게 해이예이예).난 어떻게 해 (난 어떻게 해).난 어떻게 해 (어떡해).어떡해 (우리 이제 어떡해).어떡해 (너랑 나랑 어떡해).어떡해 (우리 이제 어떡해).어떡해 (너랑 나랑 어떡해).어떡해 괜히 아닌척 했는데.니가 내 맘 오해해서 도망가 버리면.어떡해 난 자꾸만 니 생각이 나.이렇게 끝나버리면 어떡해,0.020220318776369095,0.0744863517254591,0.0737635612487793,-0.014401707458496093,0.18780128161112467,0.1319054216146469,0.032011695206165314,-0.0032041408121585846,-1,1,-1,1,1,-1,1,-1
2199,2199,기분전환,32048544,사람이 꽃보다 아름다워,주예인,누가 뭐래도 OST Part.2,강물 같은 노래를 품고 사는 사람은.알게 되지 음 알게 되지.내내 어두웠던 산들이 저녁이 되면.왜 강으로 스미어 꿈을 꾸다 밤이.깊을수록 말없이 서로를 쓰다듬으며.부둥켜 안은 채 느긋하게 정들어 가는지를.누가 뭐래도 사람이 꽃보다 아름다워.이 모든 외로움 이겨낸 바로 그 사람.누가 뭐래도 그대는 꽃보다 아름다워.노래의 온기를 품고 사는.바로 그대 바로 당신.바로 우리 우린 참사랑.지독한 외로움에 쩔쩔매본 사람은.알게되지 음 알게되지.그 슬픔에 굴하지 않고 비켜서지 않으며.어느 결에 반짝이는 꽃눈을 닫고.우렁우렁 잎들을 키우는 사랑이야말로.짙푸른 숲이 되고 산이 되어.메아리로 남는다는 것을.누가 뭐래도 사람이 꽃보다 아름다워.이 모든 외로움 이겨낸 바로 그 사람.누가 뭐래도 그대는 꽃보다 아름다워.노래의 온기를 품고 사는.바로 그대 바로 당신.바로 우리 우린 참사랑.누가 뭐래도 사람이 꽃보다 아름다워.노래의 온기를 품고 사는.바로 그대 바로 당신.바로 우리 우린 참사랑,0.13295814522057772,0.20919778455495833,0.11092318296432495,0.024815328013896944,0.21331773201624551,0.14079980552196503,0.03547455618778864,0.0012596473097801208,1,-1,0,0,1,-1,1,-1
